Source,Target,Type,id,label,timeset,DEPARTURES_PERFORMED,PAYLOAD,SEATS,weight,FREIGHT,DISTANCE,AIR_TIME
11292,10792,Directed,11292_10792,,,2,78615,240,217,0,2718,217
14869,11603,Directed,14869_11603,,,726,11686620,44601,37253,0,19776,66979
14493,14880,Directed,14493_14880,,,94,130275,349,66,6589,234,853
11563,11898,Directed,11563_11898,,,2,68000,300,295,0,1940,240
15049,10299,Directed,15049_10299,,,4,9600,36,19,100,2708,594
11298,10136,Directed,11298_10136,,,2675,28955890,121986,79757,20844,6636,80533
11042,10785,Directed,11042_10785,,,409,4141301,20480,17048,0,8802,27835
13388,14898,Directed,13388_14898,,,1,2000,7,4,0,250,50
12892,12136,Directed,12892_12136,,,1,2000,8,5,0,836,119
12892,14252,Directed,12892_14252,,,25,782980,3780,3396,0,5106,3111
15478,12087,Directed,15478_12087,,,1,1275,5,1,0,122,52
14252,11638,Directed,14252_11638,,,1,13500,50,49,0,656,125
11540,13930,Directed,11540_13930,,,1026,15965340,62932,50691,490,39552,153682
11423,15412,Directed,11423_15412,,,1,32870,149,134,69,654,168
14543,11865,Directed,14543_11865,,,350,2640050,10500,4016,0,3132,18244
11193,12191,Directed,11193_12191,,,3,103848,390,317,0,2658,428
14273,12638,Directed,14273_12638,,,11,31200,99,28,699,360,213
12889,12478,Directed,12889_12478,,,3973,161984551,626320,527398,121597,155112,1047570
11953,12007,Directed,11953_12007,,,1,35000,155,32,0,454,73
14027,10821,Directed,14027_10821,,,1044,35863540,148666,128509,696197,26490,126004
13796,14679,Directed,13796_14679,,,3915,132506129,552309,382027,536269,20962,270790
10994,15016,Directed,10994_15016,,,2,46199,118,76,0,1412,222
11278,14098,Directed,11278_14098,,,1,8650,37,28,0,122,90
12889,15389,Directed,12889_15389,,,1,34446,126,112,0,443,100
15167,10613,Directed,15167_10613,,,1,3450,8,1,0,132,30
12892,10423,Directed,12892_10423,,,2320,73361154,281678,231082,540517,84456,350658
11298,11292,Directed,11298_11292,,,6938,235739224,938442,822955,499455,111534,667974
13139,11057,Directed,13139_11057,,,1997,34016942,99660,77301,1862,7350,87187
12892,14193,Directed,12892_14193,,,2,103920,364,356,358,3674,555
12951,10590,Directed,12951_10590,,,4,114412,396,278,0,5424,777
11259,12441,Directed,11259_12441,,,1,29592,56,47,0,1056,147
10529,13303,Directed,10529_13303,,,400,16030600,60020,51341,993,15522,66344
13756,14107,Directed,13756_14107,,,1,80700,225,166,0,412,66
11995,15249,Directed,11995_15249,,,3,106310,458,240,0,938,207
11986,10693,Directed,11986_10693,,,2,107339,149,87,61076,940,188
11726,13232,Directed,11726_13232,,,1,34446,126,77,0,461,66
14730,13204,Directed,14730_13204,,,935,104154304,62642,47521,47676703,47454,90109
13342,13341,Directed,13342_13341,,,2,44644,169,65,0,876,139
15523,15741,Directed,15523_15741,,,4,7400,24,6,10,182,198
15502,14108,Directed,15502_14108,,,2,57206,198,191,0,828,128
12896,10155,Directed,12896_10155,,,2,48937,153,139,0,606,103
15124,11844,Directed,15124_11844,,,7,19963,74,33,5075,870,352
10245,12641,Directed,10245_12641,,,58,162400,522,130,10088,2035,4366
13061,11259,Directed,13061_11259,,,71,3477099,68,65,2050795,6749,4722
14492,13795,Directed,14492_13795,,,1,13500,50,47,0,98,23
13296,13204,Directed,13296_13204,,,860,31084000,127682,115646,13028,33118,147324
10136,10800,Directed,10136_10800,,,1,2000,8,6,0,1086,162
11049,11111,Directed,11049_11111,,,1,43964,167,161,0,614,83
11563,11140,Directed,11563_11140,,,5,170000,782,727,0,5184,774
11411,12268,Directed,11411_12268,,,5,14800,36,27,3232,360,164
10590,14679,Directed,10590_14679,,,13,399555,1413,1092,0,2700,564
12278,15016,Directed,12278_15016,,,1,42500,173,37,0,392,50
12898,12339,Directed,12898_12339,,,1,6400,30,27,0,367,84
10361,15618,Directed,10361_15618,,,1,2000,8,2,0,2352,301
11109,12889,Directed,11109_12889,,,175,5952055,28886,26570,0,10268,16178
