Source,Target,Type,id,label,timeset,DEPARTURES_PERFORMED,PAYLOAD,SEATS,weight,FREIGHT,DISTANCE,AIR_TIME
32945,32474,Directed,32945_32474,,,3,117582,452,274,0,1248,204
35721,34234,Directed,35721_34234,,,2,2700,12,2,0,222,101
33495,30713,Directed,33495_30713,,,1,38879,150,150,0,1706,276
30852,30928,Directed,30852_30928,,,2,44000,216,196,0,2216,357
30194,30155,Directed,30194_30155,,,1645,19390190,79689,57356,3534,2759,32554
34718,32831,Directed,34718_32831,,,6,17900,48,23,0,610,314
31003,30928,Directed,31003_30928,,,1,34000,166,159,0,422,60
30113,35862,Directed,30113_35862,,,1969,3051750,12070,4343,90303,5376,45249
30405,33894,Directed,30405_33894,,,6,6900,33,7,84,392,332
30136,31982,Directed,30136_31982,,,1,12350,50,25,0,143,63
31136,30325,Directed,31136_30325,,,363,12603250,51865,44783,32696,20258,74083
35725,31517,Directed,35725_31517,,,198,436730,1693,738,8201,3996,7826
34942,30009,Directed,34942_30009,,,2290,2977000,11450,4874,13214,400,28729
34614,30476,Directed,34614_30476,,,1,39400,135,114,0,1158,197
34512,35165,Directed,34512_35165,,,1,42500,173,132,0,276,50
30559,30980,Directed,30559_30980,,,1,34860,124,118,0,2089,312
32621,35581,Directed,32621_35581,,,3,7200,27,12,978,159,68
30325,33851,Directed,30325_33851,,,3239,79966440,328176,273590,300895,69300,229451
32511,34842,Directed,32511_34842,,,1,43362,162,49,0,526,76
32467,32945,Directed,32467_32945,,,107,3637793,16778,15333,0,12125,12854
32945,31049,Directed,32945_31049,,,2,68436,192,100,0,1690,268
33105,30158,Directed,33105_30158,,,6,155365,545,388,0,3252,523
32772,31555,Directed,32772_31555,,,1,1800,9,8,0,187,107
31453,30135,Directed,31453_30135,,,1,19886,76,69,0,1339,204
30257,35167,Directed,30257_35167,,,4,18900,34,6,0,528,150
34952,30590,Directed,34952_30590,,,7,282253,1120,1012,0,9800,1324
